action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1491425,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)c1ccc(OC(C(=O)O)c2ccccc2)cc1,,,CHEMBL1140307,J Med Chem,2005.0,,CHEMBL427520,,CHEMBL427520,,0,http://www.openphacts.org/units/Nanomolar,385288,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1491524,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)c1cc(C(C)CC)c(OC(C(=O)O)c2ccccc2)c(C(C)CC)c1,,,CHEMBL1140307,J Med Chem,2005.0,,CHEMBL371112,,CHEMBL371112,,0,http://www.openphacts.org/units/Nanomolar,385333,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1491526,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)c1cc(C)c(OC(C(=O)O)c2ccccc2)c(C)c1,,,CHEMBL1140307,J Med Chem,2005.0,,CHEMBL189950,,CHEMBL189950,,0,http://www.openphacts.org/units/Nanomolar,385384,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1491528,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)c1cc(Cl)c(OC(C(=O)O)c2ccccc2)c(Cl)c1,,,CHEMBL1140307,J Med Chem,2005.0,,CHEMBL366220,,CHEMBL366220,,0,http://www.openphacts.org/units/Nanomolar,385385,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1491530,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(C)c1OC(C(=O)O)c1ccc(C(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '17.22', 'le': '0.32', 'lle': '0.72', 'sei': '10.35'}",CHEMBL189066,,CHEMBL189066,6.58,0,http://www.openphacts.org/units/Nanomolar,385408,=,1,1,=,,IC50,nM,,260.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.26
,,1491536,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '16.52', 'le': '0.32', 'lle': '0.45', 'sei': '10.47'}",CHEMBL426451,,CHEMBL426451,6.66,0,http://www.openphacts.org/units/Nanomolar,385433,=,1,1,=,,IC50,nM,,220.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.22
,,1491542,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '16.84', 'le': '0.31', 'lle': '0.73', 'sei': '10.50'}",CHEMBL370021,,CHEMBL370021,6.68,0,http://www.openphacts.org/units/Nanomolar,385455,=,1,1,=,,IC50,nM,,210.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.21
,,1491548,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '15.68', 'le': '0.29', 'lle': '0.07', 'sei': '10.47'}",CHEMBL188751,,CHEMBL188751,6.66,0,http://www.openphacts.org/units/Nanomolar,385484,=,1,1,=,,IC50,nM,,220.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.22
,,1491670,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '17.35', 'le': '0.32', 'lle': '0.61', 'sei': '11.20'}",CHEMBL187557,,CHEMBL187557,7.12,0,http://www.openphacts.org/units/Nanomolar,385098,=,1,1,=,,IC50,nM,,75.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.075
,,1491681,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@@H](C(=O)O)c1ccc(C(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '13.46', 'le': '0.25', 'lle': '-0.98', 'sei': '8.69'}",CHEMBL434935,,CHEMBL434935,5.53,0,http://www.openphacts.org/units/Nanomolar,385126,=,1,1,=,,IC50,nM,,2980.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,2.98
,,1491683,[],CHEMBL830984,In vitro binding affinity for human PPAR gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(OC(C)C)cc1,,,CHEMBL1140307,J Med Chem,2005.0,"{'bei': '15.71', 'le': '0.30', 'lle': '0.52', 'sei': '9.20'}",CHEMBL191276,,CHEMBL191276,6.70,0,http://www.openphacts.org/units/Nanomolar,385151,=,1,1,=,,IC50,nM,,200.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,0.2
,,1495889,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '18.02', 'le': '0.34', 'lle': '2.71', 'sei': '12.87'}",CHEMBL192691,,CHEMBL192691,9.00,0,http://www.openphacts.org/units/Nanomolar,388748,=,1,1,=,,IC50,nM,,1.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,1.0
,,1495892,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1ccccn1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '13.46', 'le': '0.25', 'lle': '0.65', 'sei': '8.61'}",CHEMBL373142,,CHEMBL373142,6.33,0,http://www.openphacts.org/units/Nanomolar,388404,=,1,1,=,,IC50,nM,,466.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,466.0
,,1495893,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2nc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)ccc2c1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '12.48', 'le': '0.23', 'lle': '0.03', 'sei': '8.30'}",CHEMBL370747,,CHEMBL370747,6.87,0,http://www.openphacts.org/units/Nanomolar,388451,=,1,1,=,,IC50,nM,,135.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,135.0
,,1495894,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ncc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)cc2c1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '13.69', 'le': '0.26', 'lle': '0.70', 'sei': '9.10'}",CHEMBL365387,,CHEMBL365387,7.54,0,http://www.openphacts.org/units/Nanomolar,388468,=,1,1,=,,IC50,nM,,29.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,29.0
,,1495897,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Oc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '13.68', 'le': '0.27', 'lle': '0.20', 'sei': '7.80'}",CHEMBL192646,,CHEMBL192646,7.48,0,http://www.openphacts.org/units/Nanomolar,389328,=,1,1,=,,IC50,nM,,33.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,33.0
,,1495903,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1c(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cccc1O[C@@H](C)C(=O)O,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '10.52', 'le': '0.21', 'lle': '-2.04', 'sei': '6.45'}",CHEMBL370074,,CHEMBL370074,6.19,0,http://www.openphacts.org/units/Nanomolar,389274,=,1,1,=,,IC50,nM,,641.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,641.0
,,1495904,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Oc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '14.28', 'le': '0.29', 'lle': '0.37', 'sei': '8.65'}",CHEMBL363805,,CHEMBL363805,8.30,0,http://www.openphacts.org/units/Nanomolar,389514,=,1,1,=,,IC50,nM,,5.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,5.0
,,1495907,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Oc2cc(Cl)cc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '11.98', 'le': '0.24', 'lle': '-0.97', 'sei': '7.26'}",CHEMBL192919,,CHEMBL192919,6.96,0,http://www.openphacts.org/units/Nanomolar,389563,=,1,1,=,,IC50,nM,,109.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,109.0
,,1495910,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1ccc(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cc1O[C@@H](C)C(=O)O,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '13.07', 'le': '0.26', 'lle': '-0.53', 'sei': '8.02'}",CHEMBL365315,,CHEMBL365315,7.70,0,http://www.openphacts.org/units/Nanomolar,389559,=,1,1,=,,IC50,nM,,20.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,20.0
,,1496013,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Oc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '15.48', 'le': '0.32', 'lle': '1.07', 'sei': '9.38'}",CHEMBL371341,,CHEMBL371341,9.00,0,http://www.openphacts.org/units/Nanomolar,389463,=,1,1,=,,IC50,nM,,1.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,1.0
,,1496016,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '16.49', 'le': '0.31', 'lle': '2.71', 'sei': '10.00'}",CHEMBL179330,,CHEMBL179330,8.70,0,http://www.openphacts.org/units/Nanomolar,389412,=,1,1,=,,IC50,nM,,2.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,2.0
,,1496019,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(-n3c(C)c(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '15.13', 'le': '0.30', 'lle': '1.62', 'sei': '9.07'}",CHEMBL364894,,CHEMBL364894,8.70,0,http://www.openphacts.org/units/Nanomolar,389339,=,1,1,=,,IC50,nM,,2.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,2.0
,,1496024,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OCC#N)c3)c3cc(OC(F)(F)F)ccc32)cc1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '14.92', 'le': '0.28', 'lle': '1.34', 'sei': '10.04'}",CHEMBL191087,,CHEMBL191087,7.38,0,http://www.openphacts.org/units/Nanomolar,389637,=,1,1,=,,IC50,nM,,42.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,42.0
,,1496027,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,"{'bei': '14.61', 'le': '0.27', 'lle': '1.06', 'sei': '14.51'}",CHEMBL372913,,CHEMBL372913,7.21,0,http://www.openphacts.org/units/Nanomolar,389296,=,1,1,=,,IC50,nM,,62.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,62.0
,,1496030,[],CHEMBL830853,Inhibition of human peroxisome proliferator activated receptor gamma binding,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C(=O)SC(Cc2ccc(OCCN(C)c3ccccn3)cc2)C1=O,,,CHEMBL1145238,Bioorg Med Chem Lett,2005.0,,CHEMBL195367,,CHEMBL195367,,0,http://www.openphacts.org/units/Nanomolar,389345,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,nM,UO_0000065,,50000.0
,,1496484,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C(=O)O)Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192582,,CHEMBL192582,,0,http://www.openphacts.org/units/Nanomolar,386604,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496491,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C1Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL363154,,CHEMBL363154,,0,http://www.openphacts.org/units/Nanomolar,386624,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496589,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192638,,CHEMBL192638,,0,http://www.openphacts.org/units/Nanomolar,386649,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496596,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)C1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL363780,,CHEMBL363780,,0,http://www.openphacts.org/units/Nanomolar,386671,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496603,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C1(C(F)(F)F)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192609,,CHEMBL192609,,0,http://www.openphacts.org/units/Nanomolar,386696,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496610,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C1(Cc2ccccc2)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192774,,CHEMBL192774,,0,http://www.openphacts.org/units/Nanomolar,386717,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496735,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL190603,,CHEMBL190603,,0,http://www.openphacts.org/units/Nanomolar,386739,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496849,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192291,,CHEMBL192291,,0,http://www.openphacts.org/units/Nanomolar,386761,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496858,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL366145,,CHEMBL366145,,0,http://www.openphacts.org/units/Nanomolar,386783,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1496867,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL192791,,CHEMBL192791,,0,http://www.openphacts.org/units/Nanomolar,386811,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1496874,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OCC(F)(F)F)cc3)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL193459,,CHEMBL193459,,0,http://www.openphacts.org/units/Nanomolar,386834,>,1,1,>,,IC50,nM,,50000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,50.0
,,1496989,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(SC(F)(F)F)ccc1OCCCOc1ccc2c(c1)CC(CC)(C(=O)O)O2,,,CHEMBL1144356,J Med Chem,2005.0,"{'bei': '11.37', 'le': '0.23', 'lle': '-0.76', 'sei': '8.47'}",CHEMBL192500,,CHEMBL192500,5.51,0,http://www.openphacts.org/units/Nanomolar,386856,=,1,1,=,,IC50,nM,,3110.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,3.11
,,1496996,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(C(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL189844,,CHEMBL189844,,0,http://www.openphacts.org/units/Nanomolar,386875,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1497003,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(C(C)(C)C)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,"{'bei': '12.39', 'le': '0.24', 'lle': '-0.29', 'sei': '8.25'}",CHEMBL190968,,CHEMBL190968,5.36,0,http://www.openphacts.org/units/Nanomolar,386538,=,1,1,=,,IC50,nM,,4330.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,4.33
,,1497010,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(SC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,"{'bei': '10.84', 'le': '0.23', 'lle': '-0.80', 'sei': '7.95'}",CHEMBL425725,,CHEMBL425725,5.17,0,http://www.openphacts.org/units/Nanomolar,386562,=,1,1,=,,IC50,nM,,6770.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,6.77
,,1497128,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(C)(C)C)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,"{'bei': '11.75', 'le': '0.23', 'lle': '-0.69', 'sei': '8.08'}",CHEMBL190334,,CHEMBL190334,5.25,0,http://www.openphacts.org/units/Nanomolar,386584,=,1,1,=,,IC50,nM,,5600.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,5.6
,,1497137,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(CC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL189110,,CHEMBL189110,,0,http://www.openphacts.org/units/Nanomolar,386605,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1497146,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(C(=O)O)Cc2cc(OCCCOc3ccc(CCC(F)(F)F)cc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL190976,,CHEMBL190976,,0,http://www.openphacts.org/units/Nanomolar,386625,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
,,1497153,[],CHEMBL830065,In vitro binding affinity for PPAR-gamma,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@@]1(C(=O)O)Cc2cc(OCCCOc3cc(C(F)(F)F)ccc3Cl)ccc2O1,,,CHEMBL1144356,J Med Chem,2005.0,,CHEMBL426269,,CHEMBL426269,,0,http://www.openphacts.org/units/Nanomolar,386650,>,1,1,>,,IC50,nM,,15000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,IC50,uM,UO_0000065,,15.0
